,movie_title,imdb_score,cluster_KMeans
1645,Splice,5.8,0
1646,Howard the Duck,4.6,5
1647,Pride and Glory,6.7,12
1648,The Cave,5.1,0
1649,Alex & Emma,5.6,11
1650,Wicker Park,7.0,17
1651,Fright Night,6.4,0
1652,The New World,6.7,20
1653,Wing Commander,4.1,5
1654,In Dreams,5.5,3
1655,Dragonball: Evolution,2.7,5
1656,The Last Stand,6.4,12
1657,Godsend,4.8,0
1658,Chasing Liberty,6.1,11
1659,Hoodwinked Too! Hood vs. Evil,4.8,8
1660,An Unfinished Life,7.0,3
1661,The Imaginarium of Doctor Parnassus,6.8,17
1662,Barney's Version,7.3,3
1663,Runner Runner,5.6,12
1664,Antitrust,6.1,12
1665,Glory,7.9,1
1666,Once Upon a Time in America,8.4,3
1667,Dead Man Down,6.5,12
1668,The Merchant of Venice,7.1,11
1669,The Good Thief,6.6,12
1670,Supercross,4.0,13
1671,Miss Potter,7.0,20
1672,The Promise,5.6,3
1673,DOA: Dead or Alive,4.8,5
1674,The Assassination of Jesse James by the Coward Robert Ford,7.5,15
1675,1911,6.0,1
1676,Little Nicholas,7.2,6
1677,Wild Card,5.6,12
1678,Machine Gun Preacher,6.8,20
1679,Animals United,4.9,8
1680,The Color of Freedom,7.1,20
1681,United Passions,2.0,13
1682,Grace of Monaco,5.7,20
1683,A Warrior's Tail,4.1,8
1684,Ripley's Game,6.7,17
1685,Sausage Party,7.5,8
1686,Pitch Perfect 2,6.5,6
1687,Walk the Line,7.9,20
1688,Keeping the Faith,6.4,11
1689,The Borrowers,5.8,8
1690,Frost/Nixon,7.7,3
1691,Confessions of a Dangerous Mind,7.1,20
1692,Serving Sara,5.3,11
1693,The Boss,5.3,6
1694,Cry Freedom,7.5,20
1695,Mumford,6.9,3
1696,Seed of Chucky,4.9,0
1697,The Jacket,7.1,17
1698,Aladdin,8.0,4
1699,Straight Outta Compton,7.9,20
1700,Indiana Jones and the Temple of Doom,7.6,21
1701,The Rugrats Movie,5.9,4
1702,Along Came a Spider,6.3,12
1703,Florence Foster Jenkins,7.1,20
1704,Once Upon a Time in Mexico,6.4,12
1705,Die Hard,8.2,9
1706,Role Models,6.9,6
1707,The Big Short,7.8,20
1708,Taking Woodstock,6.7,3
1709,Miracle,7.5,20
1710,Dawn of the Dead,7.4,0
1711,The Wedding Planner,5.2,11
1712,Harlock: Space Pirate,6.5,8
1713,The Royal Tenenbaums,7.6,3
1714,Identity,7.3,17
1715,Last Vegas,6.6,11
1716,For Your Eyes Only,6.8,5
1717,Serendipity,6.9,11
1718,Timecop,5.8,12
1719,Zoolander,6.6,6
1720,Safe Haven,6.7,11
1721,Hocus Pocus,6.7,6
1722,No Reservations,6.3,11
1723,Kick-Ass,7.7,9
1724,30 Minutes or Less,6.1,12
1725,Dracula 2000,4.9,0
1726,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,6
1727,Pride & Prejudice,7.8,11
1728,Blade Runner,8.2,9
1729,Rob Roy,6.9,20
1730,3 Days to Kill,6.2,12
1731,We Own the Night,6.9,12
1732,Lost Souls,4.8,0
1733,Just My Luck,5.3,11
1734,"Mystery, Alaska",6.7,13
1735,The Spy Next Door,5.4,6
1736,A Simple Wish,5.4,6
1737,Ghosts of Mars,4.9,0
1738,Our Brand Is Crisis,6.1,3
1739,Pride and Prejudice and Zombies,5.8,0
1740,Kundun,7.0,1
1741,How to Lose Friends & Alienate People,6.5,11
1742,Kick-Ass 2,6.6,12
1743,Captain Alatriste: The Spanish Musketeer,6.1,1
1744,Brick Mansions,5.7,12
1745,Octopussy,6.6,5
1746,Knocked Up,7.0,11
1747,My Sister's Keeper,7.4,3
1748,"Welcome Home, Roscoe Jenkins",5.3,11
1749,A Passage to India,7.4,20
1750,Notes on a Scandal,7.4,12
1751,Rendition,6.8,2
1752,Star Trek VI: The Undiscovered Country,7.2,5
1753,Divine Secrets of the Ya-Ya Sisterhood,6.0,3
1754,The Jungle Book,7.8,9
1755,Kiss the Girls,6.6,17
1756,The Blues Brothers,7.9,12
1757,The Sisterhood of the Traveling Pants 2,6.2,11
1758,Joyful Noise,5.7,6
1759,About a Boy,7.1,11
1760,Lake Placid,5.6,0
1761,Lucky Number Slevin,7.8,17
1762,The Right Stuff,7.9,20
1763,Anonymous,6.9,20
1764,The NeverEnding Story,7.4,8
1765,Dark City,7.7,17
1766,The Duchess,6.9,20
1767,Return to Oz,6.7,17
1768,The Newton Boys,6.0,15
1769,Case 39,6.2,17
1770,Suspect Zero,5.9,17
1771,Martian Child,6.8,3
1772,Spy Kids: All the Time in the World in 4D,3.6,5
1773,Money Monster,6.7,12
1774,Formula 51,6.3,12
1775,Flawless,6.4,3
1776,Mindhunters,6.4,17
1777,What Just Happened,5.7,2
1778,The Statement,6.2,3
1779,The Magic Flute,6.6,4
1780,Paul Blart: Mall Cop,5.2,12
1781,Freaky Friday,6.1,11
1782,The 40-Year-Old Virgin,7.1,11
1783,Shakespeare in Love,7.2,11
1784,A Walk Among the Tombstones,6.5,17
1785,Kindergarten Cop,6.0,12
1786,Pineapple Express,7.0,12
1787,Ever After: A Cinderella Story,7.0,11
1788,Open Range,7.5,15
1789,Flatliners,6.6,0
1790,A Bridge Too Far,7.4,1
1791,Red Eye,6.5,17
1792,Final Destination 2,6.2,0
1793,"O Brother, Where Art Thou?",7.8,6
1794,Legion,5.2,0
1795,Pain & Gain,6.5,3
1796,In Good Company,6.5,11
1797,Clockstoppers,5.2,5
1798,Silverado,7.2,15
1799,Brothers,7.1,3
1800,Agent Cody Banks 2: Destination London,4.5,5
1801,New Year's Eve,5.7,11
1802,Original Sin,6.0,17
1803,The Raven,6.4,17
1804,Welcome to Mooseport,5.2,11
1805,Highlander: The Final Dimension,4.3,5
1806,Blood and Wine,6.1,12
1807,Snow White: A Tale of Terror,6.3,0
1808,The Curse of the Jade Scorpion,6.8,21
1809,Accidental Love,4.0,11
1810,Flipper,5.2,6
1811,Self/less,6.5,17
1812,The Constant Gardener,7.5,17
1813,The Passion of the Christ,7.1,3
1814,Mrs. Doubtfire,6.9,11
1815,Rain Man,8.0,3
1816,Gran Torino,8.2,21
1817,W.,6.4,20
1818,Taken,7.9,9
1819,The Best of Me,6.7,11
1820,The Bodyguard,6.1,11
1821,Schindler's List,8.9,21
1822,The Help,8.1,9
1823,The Fifth Estate,6.2,20
1824,Scooby-Doo 2: Monsters Unleashed,4.9,8
1825,Viy,5.4,17
1826,Freddy vs. Jason,5.8,0
1827,The Face of an Angel,4.7,3
1828,Jimmy Neutron: Boy Genius,6.0,8
1829,Cloverfield,7.0,5
1830,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,6.0,5
1831,The Untouchables,7.9,12
1832,No Country for Old Men,8.1,9
1833,Ride Along,6.2,12
1834,Bridget Jones's Diary,6.7,11
1835,Chocolat,7.3,11
1836,"Legally Blonde 2: Red, White & Blonde",4.6,6
1837,Parental Guidance,6.1,6
1838,No Strings Attached,6.2,11
1839,Tombstone,7.8,15
1840,Romeo Must Die,6.1,12
1841,The Omen,7.6,17
1842,Final Destination 3,5.8,0
1843,The Lucky One,6.5,11
1844,Bridge to Terabithia,7.2,8
1845,Finding Neverland,7.8,20
1846,A Madea Christmas,4.7,6
1847,The Grey,6.8,9
1848,Hide and Seek,5.9,17
1849,Anchorman: The Legend of Ron Burgundy,7.2,2
1850,Goodfellas,8.7,21
1851,Agent Cody Banks,5.0,12
1852,Nanny McPhee,6.6,6
1853,Scarface,8.3,3
1854,Nothing to Lose,6.7,6
1855,The Last Emperor,7.8,20
1856,Contraband,6.5,12
1857,Money Talks,6.1,12
1858,There Will Be Blood,8.1,3
1859,The Wild Thornberrys Movie,5.2,8
1860,Rugrats Go Wild,5.6,4
1861,Undercover Brother,5.8,6
1862,The Sisterhood of the Traveling Pants,6.6,11
1863,Kiss of the Dragon,6.6,12
1864,The House Bunny,5.5,11
1865,Beauty Shop,5.5,6
1866,Million Dollar Arm,7.0,13
1867,The Giver,6.5,2
1868,What a Girl Wants,5.8,11
1869,Jeepers Creepers II,5.6,0
1870,Good Luck Chuck,5.6,11
1871,Cradle 2 the Grave,5.8,12
1872,The Hours,7.6,11
1873,She's the Man,6.4,11
1874,Mr. Bean's Holiday,6.3,6
1875,Anacondas: The Hunt for the Blood Orchid,4.6,0
1876,Blood Ties,6.5,12
1877,August Rush,7.5,3
1878,Elizabeth,7.5,20
1879,Bride of Chucky,5.3,0
1880,Tora! Tora! Tora!,7.5,1
1881,Spice World,3.3,6
1882,The Sitter,5.7,6
1883,Dance Flick,3.5,6
1884,The Shawshank Redemption,9.3,9
1885,Crocodile Dundee in Los Angeles,4.8,6
1886,Kingpin,6.9,13
1887,The Gambler,6.0,12
1888,August: Osage County,7.3,2
1889,Ice Princess,6.0,13
1890,A Lot Like Love,6.6,11
1891,Eddie the Eagle,7.5,13
1892,He Got Game,6.9,13
1893,Don Juan DeMarco,6.8,11
1894,Dear John,6.3,1
1895,The Losers,6.4,17
1896,Don't Be Afraid of the Dark,5.6,0
1897,War,6.3,12
1898,Punch-Drunk Love,7.3,11
1899,EuroTrip,6.6,6
1900,Half Past Dead,4.6,12
1901,Unaccompanied Minors,5.1,6
1902,"Bright Lights, Big City",5.6,3
1903,The Adventures of Pinocchio,5.3,4
1904,The Greatest Game Ever Played,7.5,13
1905,The Box,5.6,17
1906,The Ruins,5.9,0
1907,The Next Best Thing,4.7,11
1908,My Soul to Take,4.8,17
1909,The Girl Next Door,6.8,11
1910,Maximum Risk,5.4,17
1911,Stealing Harvard,5.1,6
1912,Legend,7.0,20
1913,Hot Rod,6.7,6
1914,Shark Night 3D,4.0,0
1915,Angela's Ashes,7.3,3
1916,Draft Day,6.8,13
1917,Lifeforce,6.1,0
1918,The Conspirator,7.0,20
1919,Lords of Dogtown,7.1,13
1920,The 33,6.9,20
1921,Big Trouble in Little China,7.3,5
1922,A Perfect Plan,6.3,11
1923,Warrior,8.2,13
1924,Michael Collins,7.1,1
1925,Gettysburg,7.7,1
1926,Stop-Loss,6.5,1
1927,Abandon,4.9,17
1928,Brokedown Palace,6.4,17
1929,The Possession,5.9,0
1930,Mrs. Winterbourne,6.2,11
1931,Straw Dogs,5.8,12
1932,The Hoax,6.7,3
1933,Stone Cold,5.9,12
1934,The Road,7.3,3
1935,Sheena,4.8,5
1936,Underclassman,4.1,12
1937,Say It Isn't So,4.9,11
1938,The World's Fastest Indian,7.9,13
1939,Snakes on a Plane,5.6,12
1940,Tank Girl,5.2,5
1941,King's Ransom,4.1,6
1942,Blindness,6.6,17
1943,BloodRayne,2.9,0
1944,Carnage,7.2,3
1945,Where the Truth Lies,6.5,17
1946,Cirque du Soleil: Worlds Away,6.8,6
1947,Without Limits,7.2,13
1948,Me and Orson Welles,6.8,3
1949,The Best Offer,7.8,17
1950,Bad Lieutenant: Port of Call New Orleans,6.7,3
1951,A Turtle's Tale: Sammy's Adventures,6.1,8
1952,Little White Lies,7.1,3
1953,Love Ranch,5.7,13
1954,The True Story of Puss'N Boots,2.9,8
1955,Space Dogs,5.2,8
1956,The Counselor,5.3,12
1957,Ironclad,6.2,5
1958,Waterloo,7.3,1
1959,Kung Fu Killer,6.5,3
1960,Red Sky,4.1,12
1961,Dangerous Liaisons,7.7,11
1962,On the Road,6.1,3
1963,Star Trek IV: The Voyage Home,7.3,21
1964,Rocky Balboa,7.2,13
1965,Point Break,5.3,13
1966,Scream 2,6.1,17
1967,Jane Got a Gun,5.8,15
1968,Think Like a Man Too,5.7,11
1969,The Whole Nine Yards,6.7,6
1970,Footloose,6.5,11
1971,Old School,7.2,6
1972,The Fisher King,7.6,3
1973,I Still Know What You Did Last Summer,4.6,17
1974,Return to Me,6.9,11
1975,Zack and Miri Make a Porno,6.6,11
1976,Nurse Betty,6.3,3
1977,The Men Who Stare at Goats,6.2,1
1978,Double Take,5.3,12
1979,"Girl, Interrupted",7.3,20
1980,Win a Date with Tad Hamilton!,5.6,11
1981,Muppets from Space,6.2,8
1982,The Wiz,5.2,4
1983,Ready to Rumble,5.3,13
1984,Play It to the Bone,5.4,13
1985,I Don't Know How She Does It,4.9,11
1986,Piranha 3D,5.5,0
1987,Beyond the Sea,6.7,4
1988,Meet the Deedles,3.9,6
1989,The Princess and the Cobbler,7.2,8
1990,The Bridge of San Luis Rey,5.1,11
1991,Faster,6.5,12
1992,Howl's Moving Castle,8.2,8
1993,Zombieland,7.7,9
1994,King Kong,7.2,9
1995,The Waterboy,6.1,13
1996,Star Wars: Episode V - The Empire Strikes Back,8.8,9
1997,Bad Boys,6.8,12
1998,The Naked Gun 2½: The Smell of Fear,6.8,6
1999,Final Destination,6.7,0
2000,The Ides of March,7.1,3
2001,Pitch Black,7.1,0
2002,Someone Like You...,6.1,11
2003,Her,8.0,9
2004,Eddie the Eagle,7.5,13
2005,Joy Ride,6.6,17
2006,The Adventurer: The Curse of the Midas Box,5.4,8
2007,Anywhere But Here,6.1,3
2008,The Crew,5.6,6
2009,Haywire,5.8,12
2010,Jaws: The Revenge,2.8,0
2011,Marvin's Room,6.7,2
2012,The Longshots,5.1,13
2013,The End of the Affair,7.2,11
2014,Harley Davidson and the Marlboro Man,6.0,15
2015,In the Valley of Elah,7.2,17
2016,Coco Before Chanel,6.7,20
2017,Forsaken,6.3,15
2018,Chéri,6.2,11
2019,Vanity Fair,6.2,3
2020,Bodyguards and Assassins,6.9,20
2021,1408,6.8,0
2022,Spaceballs,7.1,5
2023,The Water Diviner,7.1,1
2024,Ghost,7.0,11
2025,There's Something About Mary,7.1,11
2026,The Santa Clause,6.4,6
2027,The Rookie,7.0,13
2028,The Game Plan,6.2,13
2029,The Bridges of Madison County,7.5,21
2030,The Animal,4.8,6
2031,Gandhi,8.1,20
2032,The Hundred-Foot Journey,7.3,3
2033,The Net,5.8,17
2034,I Am Sam,7.6,3
2035,Son of God,5.6,20
2036,Underworld,7.0,5
2037,Derailed,6.6,3
2038,The Informant!,6.5,12
2039,Shadowlands,7.4,20
2040,Deuce Bigalow: European Gigolo,4.6,6
2041,Delivery Man,6.4,3
2042,Victor Frankenstein,6.0,0
2043,Our Kind of Traitor,6.4,3
2044,Saving Silverman,5.9,11
2045,Diary of a Wimpy Kid: Dog Days,6.4,6
2046,Summer of Sam,6.6,12
2047,Jay and Silent Bob Strike Back,6.9,6
2048,The Island,6.9,5
2049,The Glass House,5.8,17
2050,"Hail, Caesar!",6.4,17
2051,Josie and the Pussycats,5.3,6
2052,Homefront,6.5,12
2053,The Little Vampire,5.7,8
2054,I Heart Huckabees,6.7,6
2055,RoboCop 3,3.9,12
2056,Megiddo: The Omega Code 2,4.1,5
2057,Darling Lili,6.2,4
2058,Dudley Do-Right,3.8,6
2059,The Transporter Refueled,5.1,12
2060,The Libertine,6.4,11
2061,Black Book,7.8,1
2062,Joyeux Noel,7.8,1
2063,Hit and Run,6.1,11
2064,Mad Money,5.8,12
2065,Before I Go to Sleep,6.3,17
2066,Sorcerer,7.7,3
2067,Stone,5.4,3
2068,Molière,7.3,20
2069,Out of the Furnace,6.8,12
2070,Michael Clayton,7.3,17
2071,My Fellow Americans,6.5,6
2072,Arlington Road,7.2,12
2073,Underdogs,6.7,8
2074,To Rome with Love,6.3,21
2075,Firefox,5.9,21
2076,South Park: Bigger Longer & Uncut,7.8,4
2077,Death at a Funeral,7.4,6
2078,Teenage Mutant Ninja Turtles III,4.8,5
2079,Hardball,6.3,13
2080,Silver Linings Playbook,7.8,2
2081,Freedom Writers,7.5,20
2082,For Colored Girls,6.0,3
2083,The Transporter,6.8,12
2084,Never Back Down,6.6,13
2085,The Rage: Carrie 2,4.6,0
2086,Away We Go,7.1,11
2087,Swing Vote,6.1,3
2088,Moonlight Mile,6.7,11
2089,Tinker Tailor Soldier Spy,7.1,2
2090,Molly,5.8,11
2091,The Beaver,6.7,3
2092,The Best Little Whorehouse in Texas,5.8,4
2093,eXistenZ,6.8,0
2094,Raiders of the Lost Ark,8.5,21
2095,Home Alone 2: Lost in New York,6.6,6
2096,Close Encounters of the Third Kind,7.7,21
2097,Pulse,4.7,0
2098,Beverly Hills Cop II,6.4,21
2099,Bringing Down the House,5.5,6
2100,The Silence of the Lambs,8.6,9
2101,Wayne's World,7.0,6
2102,Jackass 3D,7.1,10
2103,Jaws 2,5.7,0
2104,Beverly Hills Chihuahua,3.7,11
2105,The Conjuring,7.5,9
2106,Are We There Yet?,4.6,6
2107,Tammy,4.9,6
2108,Disturbia,6.9,17
2109,School of Rock,7.1,6
2110,Mortal Kombat,5.8,5
2111,White Chicks,5.4,6
2112,The Descendants,7.3,3
2113,Holes,7.1,17
2114,The Last Song,5.8,11
2115,12 Years a Slave,8.1,20
2116,Drumline,5.7,11
2117,Why Did I Get Married Too?,4.4,11
2118,Edward Scissorhands,7.9,21
2119,Me Before You,7.6,11
2120,Madea's Witness Protection,4.8,6
2121,The French Connection,7.8,12
2122,Bad Moms,6.7,6
2123,Date Movie,2.7,6
2124,Return to Never Land,5.8,8
2125,Selma,7.5,20
2126,The Jungle Book 2,5.4,4
2127,Boogeyman,4.1,17
2128,Premonition,5.9,17
2129,The Tigger Movie,6.3,4
2130,Orphan,7.0,17
2131,Max,6.8,6
2132,Epic Movie,2.3,6
2133,Conan the Barbarian,6.9,5
2134,Spotlight,8.1,20
2135,Lakeview Terrace,6.1,12
2136,The Grudge 2,5.0,0
2137,How Stella Got Her Groove Back,5.5,11
2138,Bill & Ted's Bogus Journey,6.2,5
2139,Man of the Year,6.2,11
2140,The Black Hole,5.9,5
2141,The American,6.3,12
2142,Selena,6.7,20
2143,Vampires Suck,3.5,6
2144,Babel,7.5,3
2145,This Is Where I Leave You,6.6,3
2146,Doubt,7.5,17
2147,Team America: World Police,7.2,6
2148,Texas Chainsaw 3D,4.8,0
2149,Copycat,6.6,17
2150,Scary Movie 5,3.5,6
2151,Paint Your Wagon,6.7,15
2152,Milk,7.6,20
2153,Risen,6.3,17
2154,Ghost Ship,5.5,0
2155,A Very Harold & Kumar 3D Christmas,6.3,6
2156,Wild Things,6.5,17
2157,The Stepfather,5.6,12
2158,The Debt,6.9,3
2159,High Fidelity,7.6,11
2160,One Missed Call,3.9,17
2161,Eye for an Eye,6.1,12
2162,The Bank Job,7.3,12
2163,Eternal Sunshine of the Spotless Mind,8.3,9
2164,You Again,5.8,11
2165,Street Kings,6.8,12
2166,The World's End,7.0,5
2167,Nancy Drew,5.9,17
2168,Daybreakers,6.5,0
2169,She's Out of My League,6.4,11
2170,Monte Carlo,5.8,6
2171,Stay Alive,5.1,0
2172,Quigley Down Under,6.8,15
2173,Alpha and Omega,5.3,8
2174,The Covenant,5.3,0
2175,Stick It,6.4,13
2176,Shorts,4.9,6
2177,To Die For,6.8,3
2178,Nerve,7.1,17
2179,Appaloosa,6.8,15
2180,Vampires,6.1,0
2181,Psycho,8.5,21
2182,My Best Friend's Girl,5.9,11
2183,Endless Love,6.3,11
2184,Georgia Rule,5.9,3
2185,Under the Rainbow,5.4,6
2186,Ladyhawke,7.0,3
2187,Simon Birch,6.9,3
2188,Reign Over Me,7.5,3
2189,Into the Wild,8.2,20
2190,School for Scoundrels,5.9,6
2191,Silent Hill: Revelation 3D,5.0,17
2192,From Dusk Till Dawn,7.3,0
2193,Pooh's Heffalump Movie,6.4,8
2194,Home for the Holidays,6.6,11
2195,Kung Fu Hustle,7.8,12
2196,The Country Bears,4.0,4
2197,The Kite Runner,7.6,3
2198,21 Grams,7.7,3
2199,Paparazzi,5.8,12
2200,Twilight,5.2,2
2201,A Guy Thing,5.6,11
2202,Loser,5.3,11
2203,Capitalism: A Love Story,7.4,16
2204,The Greatest Story Ever Told,6.6,20
2205,Secret in Their Eyes,6.2,17
2206,Disaster Movie,1.9,6
2207,Armored,5.7,12
2208,The Man Who Knew Too Little,6.6,12
2209,What's Your Number?,6.0,11
2210,Lockout,6.1,5
2211,Envy,4.8,6
2212,Crank: High Voltage,6.2,12
2213,Bullets Over Broadway,7.5,21
2214,One Night with the King,6.3,20
2215,The Quiet American,7.1,1
2216,The Weather Man,6.6,3
2217,Undisputed,6.1,13
2218,Ghost Town,6.7,11
2219,12 Rounds,5.6,12
2220,Let Me In,7.2,17
2221,3 Ninjas Kick Back,4.3,6
2222,Be Kind Rewind,6.4,6
2223,Mrs Henderson Presents,7.1,1
2224,Triple 9,6.3,12
2225,Deconstructing Harry,7.4,21
2226,Three to Tango,6.1,11
2227,Burnt,6.6,3
2228,We're No Angels,6.0,6
2229,Everyone Says I Love You,6.8,4
2230,Death Sentence,6.8,12
2231,Everybody's Fine,7.2,3
2232,Superbabies: Baby Geniuses 2,1.9,6
2233,The Man,5.5,6
2234,Code Name: The Cleaner,4.5,6
2235,Connie and Carla,6.3,6
2236,Sweet Charity,7.0,4
2237,Inherent Vice,6.7,17
2238,Doogal,2.8,8
2239,Battle of the Year,5.0,3
2240,An American Carol,4.3,6
2241,Machete Kills,5.6,12
2242,Willard,6.2,0
2243,Strange Wilderness,5.3,6
2244,Topsy-Turvy,7.4,4
2245,Little Boy,7.4,1
2246,A Dangerous Method,6.5,20
2247,A Scanner Darkly,7.1,17
2248,Chasing Mavericks,7.2,13
2249,Alone in the Dark,2.3,0
2250,Bandslam,6.4,11
2251,Birth,6.1,17
2252,A Most Violent Year,7.0,12
2253,Passchendaele,6.5,1
2254,Flash of Genius,7.0,20
2255,I'm Not There.,7.0,20
2256,The Cold Light of Day,4.9,12
2257,The Brothers Bloom,6.9,11
2258,"Synecdoche, New York",7.5,11
2259,Princess Mononoke,8.4,8
2260,Bon voyage,6.9,1
2261,Can't Stop the Music,4.5,4
2262,The Proposition,7.4,15
2263,Courage,7.0,13
2264,Marci X,2.8,6
2265,Equilibrium,7.5,5
2266,The Children of Huang Shi,7.1,1
2267,The Yards,6.4,12
2268,The Oogieloves in the Big Balloon Adventure,6.7,4
2269,By the Sea,5.3,21
2270,Steamboy,6.9,8
2271,The Game of Their Lives,6.2,13
2272,All Good Things,6.3,17
2273,Rapa Nui,6.4,20
2274,CJ7,6.5,6
2275,Les couloirs du temps: Les visiteurs II,6.0,6
2276,Dylan Dog: Dead of Night,5.1,17
2277,People I Know,5.5,17
2278,The Tempest,5.4,11
2279,Regression,5.7,17
2280,Three Kingdoms: Resurrection of the Dragon,6.2,1
2281,Shattered,6.7,12
2282,Zambezia,5.8,8
2283,Ramanujan,7.0,20
2284,Dwegons and Leprechauns,4.8,6
2285,Survivor,5.6,12
2286,The Frozen Ground,6.4,17
2287,The Painted Veil,7.5,11
2288,The Baader Meinhof Complex,7.4,20
2289,Dances with Wolves,8.0,15
2290,Bad Teacher,5.7,6
2291,Sea of Love,6.8,17
2292,A Cinderella Story,5.9,11
2293,Scream,7.2,17
2294,Thir13en Ghosts,5.5,0
2295,The Shining,8.4,9
2296,Back to the Future,8.5,9
2297,House on Haunted Hill,5.6,17
2298,I Can Do Bad All by Myself,4.1,6
2299,Fight Valley,5.0,3
2300,The Switch,6.1,11
2301,Just Married,5.4,11
2302,The Devil's Double,7.1,20
2303,Thomas and the Magic Railroad,3.6,6
2304,The Crazies,6.5,0
2305,Spirited Away,8.6,8
2306,Firestorm,6.2,12
2307,The Bounty,7.0,1
2308,The Book Thief,7.6,1
2309,Sex Drive,6.5,11
2310,Leap Year,6.4,11
2311,The Fall of the Roman Empire,6.7,1
2312,Take Me Home Tonight,6.3,11
2313,Won't Back Down,6.4,3
2314,The Nutcracker,5.7,6
2315,Kansas City,6.3,12
2316,Indignation,7.8,3
2317,The Amityville Horror,6.0,2
2318,Adaptation.,7.7,3
2319,Land of the Dead,6.2,0
2320,Out of Inferno,5.7,6
2321,Fear and Loathing in Las Vegas,7.7,3
2322,The Invention of Lying,6.4,11
2323,Neighbors,6.4,6
2324,The Mask,6.9,12
2325,Big,7.3,11
2326,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3,6
2327,Legally Blonde,6.2,11
2328,Star Trek III: The Search for Spock,6.6,5
2329,The Exorcism of Emily Rose,6.7,0
2330,Deuce Bigalow: Male Gigolo,5.7,11
2331,Left Behind,3.1,17
2332,The Family Stone,6.3,11
2333,Barbershop 2: Back in Business,5.7,3
2334,Bad Santa,7.1,3
2335,Austin Powers: International Man of Mystery,7.0,6
2336,My Big Fat Greek Wedding 2,6.1,11
2337,Diary of a Wimpy Kid: Rodrick Rules,6.6,6
2338,Predator,7.8,0
2339,Amadeus,8.3,20
2340,Prom Night,3.9,17
2341,Mean Girls,7.0,6
2342,Under the Tuscan Sun,6.7,11
2343,Gosford Park,7.3,17
2344,Peggy Sue Got Married,6.3,11
2345,Birdman or (The Unexpected Virtue of Ignorance),7.8,9
2346,Blue Jasmine,7.3,21
2347,United 93,7.6,20
2348,Honey,5.3,11
2349,Glory,7.9,1
2350,Spy Hard,5.3,6
2351,The Fog,6.8,0
2352,Soul Surfer,7.1,13
2353,Catch-22,7.2,1
2354,Observe and Report,5.8,6
2355,Conan the Destroyer,5.8,5
2356,Raging Bull,8.3,21
2357,Love Happens,5.6,11
2358,Young Sherlock Holmes,6.8,17
2359,Fame,5.0,4
2360,127 Hours,7.6,20
2361,Small Time Crooks,6.7,21
2362,Center Stage,6.7,11
2363,Love the Coopers,5.7,6
2364,Catch That Kid,5.2,6
2365,Life as a House,7.5,3
2366,Steve Jobs,7.2,20
2367,"I Love You, Beth Cooper",5.3,11
2368,Youth in Revolt,6.5,11
2369,The Legend of the Lone Ranger,5.0,15
2370,The Tailor of Panama,6.1,3
2371,Blow Out,7.4,17
2372,Getaway,4.4,12
2373,The Ice Storm,7.5,3
2374,And So It Goes,5.7,11
2375,Troop Beverly Hills,5.5,6
2376,Being Julia,7.1,11
2377,9½ Weeks,5.9,11
2378,Dragonslayer,6.7,5
2379,The Last Station,7.0,20
2380,Ed Wood,7.9,21
2381,Labor Day,6.9,3
2382,Mongol: The Rise of Genghis Khan,7.3,1
2383,RocknRolla,7.3,12
2384,Megaforce,3.5,5
2385,Hamlet,7.8,3
2386,Mao's Last Dancer,7.4,20
2387,Midnight Special,6.7,5
2388,Anything Else,6.4,11
2389,The Railway Man,7.1,1
2390,The White Ribbon,7.8,17
2391,Restoration,4.0,0
2392,The Wraith,5.9,0
2393,The Salton Sea,7.2,17
2394,Metallica Through the Never,7.2,3
2395,The Informers,5.1,12
2396,I Come with the Rain,5.5,3
2397,One Man's Hero,6.2,15
2398,Day of the Dead,7.2,0
2399,I Am Wrath,5.2,12
2400,Renaissance,6.7,5
2401,Red Sonja,5.0,5
2402,Red Lights,6.2,17
2403,Superbad,7.6,6
2404,Madea Goes to Jail,4.1,6
2405,Wolves,5.3,0
2406,Step Up 2: The Streets,6.2,4
2407,Hoodwinked!,6.5,8
2408,Hotel Rwanda,8.1,1
2409,Hitman,6.3,12
2410,Black Nativity,4.4,4
2411,The Prince,4.6,12
2412,City of Ghosts,6.0,12
2413,The Others,7.6,0
2414,Aliens,8.4,9
2415,My Fair Lady,7.9,4
2416,I Know What You Did Last Summer,5.6,17
2417,Let's Be Cops,6.5,6
2418,Sideways,7.5,11
2419,Beerfest,6.3,6
2420,Halloween,7.9,0
2421,Good Boy!,5.1,6
2422,The Best Man Holiday,6.7,3
2423,Smokin' Aces,6.7,12
2424,Saw 3D: The Final Chapter,5.6,17
2425,40 Days and 40 Nights,5.6,11
2426,TRON: Legacy,6.8,9
2427,A Night at the Roxbury,6.2,11
2428,Beastly,5.6,11
2429,The Hills Have Eyes,6.4,0
2430,Dickie Roberts: Former Child Star,5.6,6
2431,"McFarland, USA",7.4,13
2432,Lottery Ticket,4.9,6
2433,ATL,6.0,11
2434,Pitch Perfect,7.2,11
2435,Summer Catch,4.9,13
2436,A Simple Plan,7.5,12
2437,They,4.8,17
2438,Larry the Cable Guy: Health Inspector,3.1,6
